date_index,AverageWeeklyHours,ChallengerJobCuts,UnemploymentRate,7YearNoteAuction,CoreCPIMoM,FedInterestRateDecision,BloombergConsumerConfidence,MichiganInflationExpectations,ChicagoPMI,MBA30YearMortgageRate,EIAWeeklyDistillatesStocks,DomesticTruckSales,TradeBalance
2015-05-26,34.5,61.6K,5.40%,1.82%,0.30%,0.25%,42.4,2.90%,52.3,4.04%,-0.546M,7.86M,-51.37B
2015-05-27,34.5,61.6K,5.40%,1.82%,0.30%,0.25%,42.4,2.90%,52.3,4.07%,-0.546M,7.86M,-51.37B
2015-05-28,34.5,61.6K,5.40%,1.89%,0.30%,0.25%,40.9,2.90%,52.3,4.07%,1.115M,7.86M,-51.37B
2015-05-29,34.5,61.6K,5.40%,1.89%,0.30%,0.25%,40.9,2.80%,46.2,4.07%,1.115M,7.86M,-51.37B
2015-06-01,34.5,61.6K,5.40%,1.89%,0.30%,0.25%,40.9,2.80%,46.2,4.07%,1.115M,7.86M,-51.37B
2015-06-02,34.5,61.6K,5.40%,1.89%,0.30%,0.25%,40.9,2.80%,46.2,4.07%,1.115M,8.36M,-51.37B
2015-06-03,34.5,61.6K,5.40%,1.89%,0.30%,0.25%,40.9,2.80%,46.2,4.02%,3.773M,8.36M,-40.88B
2015-06-04,34.5,41.0K,5.40%,1.89%,0.30%,0.25%,40.5,2.80%,46.2,4.02%,3.773M,8.36M,-40.88B
2015-06-05,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.5,2.80%,46.2,4.02%,3.773M,8.36M,-40.88B
2015-06-08,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.5,2.80%,46.2,4.02%,3.773M,8.36M,-40.88B
2015-06-09,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.5,2.80%,46.2,4.02%,3.773M,8.36M,-40.88B
2015-06-10,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.5,2.80%,46.2,4.17%,0.865M,8.36M,-40.88B
2015-06-11,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.1,2.80%,46.2,4.17%,0.865M,8.36M,-40.88B
2015-06-12,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.1,2.70%,46.2,4.17%,0.865M,8.36M,-40.88B
2015-06-15,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.1,2.70%,46.2,4.17%,0.865M,8.36M,-40.88B
2015-06-16,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.1,2.70%,46.2,4.17%,0.865M,8.36M,-40.88B
2015-06-17,34.5,41.0K,5.50%,1.89%,0.30%,0.25%,40.1,2.70%,46.2,4.22%,0.114M,8.36M,-40.88B
2015-06-18,34.5,41.0K,5.50%,1.89%,0.10%,0.25%,40.9,2.70%,46.2,4.22%,0.114M,8.36M,-40.88B
2015-06-19,34.5,41.0K,5.50%,1.89%,0.10%,0.25%,40.9,2.70%,46.2,4.22%,0.114M,8.36M,-40.88B
2015-06-22,34.5,41.0K,5.50%,1.89%,0.10%,0.25%,40.9,2.70%,46.2,4.22%,0.114M,8.36M,-40.88B
2015-06-23,34.5,41.0K,5.50%,1.89%,0.10%,0.25%,40.9,2.70%,46.2,4.22%,0.114M,8.36M,-40.88B
2015-06-24,34.5,41.0K,5.50%,1.89%,0.10%,0.25%,40.9,2.70%,46.2,4.19%,1.837M,8.36M,-40.88B
2015-06-25,34.5,41.0K,5.50%,2.12%,0.10%,0.25%,42.6,2.70%,46.2,4.19%,1.837M,8.36M,-40.88B
2015-06-26,34.5,41.0K,5.50%,2.12%,0.10%,0.25%,42.6,2.70%,46.2,4.19%,1.837M,8.36M,-40.88B
2015-06-29,34.5,41.0K,5.50%,2.12%,0.10%,0.25%,42.6,2.70%,46.2,4.19%,1.837M,8.36M,-40.88B
2015-06-30,34.5,41.0K,5.50%,2.12%,0.10%,0.25%,42.6,2.70%,49.4,4.19%,1.837M,8.36M,-40.88B
2015-07-01,34.5,44.8K,5.50%,2.12%,0.10%,0.25%,42.6,2.70%,49.4,4.26%,0.392M,8.01M,-40.88B
2015-07-02,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,44.0,2.70%,49.4,4.26%,0.392M,8.01M,-40.88B
2015-07-03,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,44.0,2.70%,49.4,4.26%,0.392M,8.01M,-40.88B
2015-07-06,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,44.0,2.70%,49.4,4.26%,0.392M,8.01M,-40.88B
2015-07-07,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,44.0,2.70%,49.4,4.26%,0.392M,8.01M,-41.87B
2015-07-08,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,44.0,2.70%,49.4,4.23%,1.641M,8.01M,-41.87B
2015-07-09,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,43.5,2.70%,49.4,4.23%,1.641M,8.01M,-41.87B
2015-07-10,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,43.5,2.70%,49.4,4.23%,1.641M,8.01M,-41.87B
2015-07-13,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,43.5,2.70%,49.4,4.23%,1.641M,8.01M,-41.87B
2015-07-14,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,43.5,2.70%,49.4,4.23%,1.641M,8.01M,-41.87B
2015-07-15,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,43.5,2.70%,49.4,4.23%,3.819M,8.01M,-41.87B
2015-07-16,34.5,44.8K,5.30%,2.12%,0.10%,0.25%,43.2,2.70%,49.4,4.23%,3.819M,8.01M,-41.87B
2015-07-17,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,43.2,2.80%,49.4,4.23%,3.819M,8.01M,-41.87B
2015-07-20,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,43.2,2.80%,49.4,4.23%,3.819M,8.01M,-41.87B
2015-07-21,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,43.2,2.80%,49.4,4.23%,3.819M,8.01M,-41.87B
2015-07-22,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,43.2,2.80%,49.4,4.23%,0.235M,8.01M,-41.87B
2015-07-23,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,42.4,2.80%,49.4,4.23%,0.235M,8.01M,-41.87B
2015-07-24,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,42.4,2.80%,49.4,4.23%,0.235M,8.01M,-41.87B
2015-07-27,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,42.4,2.80%,49.4,4.23%,0.235M,8.01M,-41.87B
2015-07-28,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,42.4,2.80%,49.4,4.23%,0.235M,8.01M,-41.87B
2015-07-29,34.5,44.8K,5.30%,2.12%,0.20%,0.25%,42.4,2.80%,49.4,4.17%,2.588M,8.01M,-41.87B
2015-07-30,34.5,44.8K,5.30%,2.02%,0.20%,0.25%,40.5,2.80%,49.4,4.17%,2.588M,8.01M,-41.87B
2015-07-31,34.5,44.8K,5.30%,2.02%,0.20%,0.25%,40.5,2.80%,54.7,4.17%,2.588M,8.01M,-41.87B
2015-08-03,34.5,44.8K,5.30%,2.02%,0.20%,0.25%,40.5,2.80%,54.7,4.17%,2.588M,8.39M,-41.87B
2015-08-04,34.5,44.8K,5.30%,2.02%,0.20%,0.25%,40.5,2.80%,54.7,4.17%,2.588M,8.39M,-41.87B
2015-08-05,34.5,44.8K,5.30%,2.02%,0.20%,0.25%,40.5,2.80%,54.7,4.13%,0.709M,8.39M,-43.84B
2015-08-06,34.5,105.7K,5.30%,2.02%,0.20%,0.25%,40.3,2.80%,54.7,4.13%,0.709M,8.39M,-43.84B
2015-08-07,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.3,2.80%,54.7,4.13%,0.709M,8.39M,-43.84B
2015-08-10,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.3,2.80%,54.7,4.13%,0.709M,8.39M,-43.84B
2015-08-11,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.3,2.80%,54.7,4.13%,0.709M,8.39M,-43.84B
2015-08-12,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.3,2.80%,54.7,4.13%,2.994M,8.39M,-43.84B
2015-08-13,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.7,2.80%,54.7,4.13%,2.994M,8.39M,-43.84B
2015-08-14,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.7,2.80%,54.7,4.13%,2.994M,8.39M,-43.84B
2015-08-17,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.7,2.80%,54.7,4.13%,2.994M,8.39M,-43.84B
2015-08-18,34.6,105.7K,5.30%,2.02%,0.20%,0.25%,40.7,2.80%,54.7,4.13%,2.994M,8.39M,-43.84B
2015-08-19,34.6,105.7K,5.30%,2.02%,0.10%,0.25%,40.7,2.80%,54.7,4.11%,0.594M,8.39M,-43.84B
2015-08-20,34.6,105.7K,5.30%,2.02%,0.10%,0.25%,41.1,2.80%,54.7,4.11%,0.594M,8.39M,-43.84B
2015-08-21,34.6,105.7K,5.30%,2.02%,0.10%,0.25%,41.1,2.80%,54.7,4.11%,0.594M,8.39M,-43.84B
2015-08-24,34.6,105.7K,5.30%,2.02%,0.10%,0.25%,41.1,2.80%,54.7,4.11%,0.594M,8.39M,-43.84B
2015-08-25,34.6,105.7K,5.30%,2.02%,0.10%,0.25%,41.1,2.80%,54.7,4.11%,0.594M,8.39M,-43.84B
2015-08-26,34.6,105.7K,5.30%,2.02%,0.10%,0.25%,41.1,2.80%,54.7,4.08%,1.436M,8.39M,-43.84B
2015-08-27,34.6,105.7K,5.30%,1.93%,0.10%,0.25%,42.0,2.80%,54.7,4.08%,1.436M,8.39M,-43.84B
2015-08-28,34.6,105.7K,5.30%,1.93%,0.10%,0.25%,42.0,2.80%,54.7,4.08%,1.436M,8.39M,-43.84B
2015-08-31,34.6,105.7K,5.30%,1.93%,0.10%,0.25%,42.0,2.80%,54.4,4.08%,1.436M,8.39M,-43.84B
2015-09-01,34.6,105.7K,5.30%,1.93%,0.10%,0.25%,42.0,2.80%,54.4,4.08%,1.436M,8.54M,-43.84B
2015-09-02,34.6,105.7K,5.30%,1.93%,0.10%,0.25%,42.0,2.80%,54.4,4.08%,0.115M,8.54M,-43.84B
2015-09-03,34.6,41.2K,5.30%,1.93%,0.10%,0.25%,41.4,2.80%,54.4,4.08%,0.115M,8.54M,-41.86B
2015-09-04,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.80%,54.4,4.08%,0.115M,8.54M,-41.86B
2015-09-07,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.80%,54.4,4.08%,0.115M,8.54M,-41.86B
2015-09-08,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.80%,54.4,4.08%,0.115M,8.54M,-41.86B
2015-09-09,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.80%,54.4,4.10%,0.115M,8.54M,-41.86B
2015-09-10,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.80%,54.4,4.10%,0.952M,8.54M,-41.86B
2015-09-11,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.90%,54.4,4.10%,0.952M,8.54M,-41.86B
2015-09-14,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.90%,54.4,4.10%,0.952M,8.54M,-41.86B
2015-09-15,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.90%,54.4,4.10%,0.952M,8.54M,-41.86B
2015-09-16,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,41.4,2.90%,54.4,4.09%,3.060M,8.54M,-41.86B
2015-09-17,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,40.2,2.90%,54.4,4.09%,3.060M,8.54M,-41.86B
2015-09-18,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,40.2,2.90%,54.4,4.09%,3.060M,8.54M,-41.86B
2015-09-21,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,40.2,2.90%,54.4,4.09%,3.060M,8.54M,-41.86B
2015-09-22,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,40.2,2.90%,54.4,4.09%,3.060M,8.54M,-41.86B
2015-09-23,34.6,41.2K,5.10%,1.93%,0.10%,0.25%,40.2,2.90%,54.4,4.09%,-2.088M,8.54M,-41.86B
2015-09-24,34.6,41.2K,5.10%,1.81%,0.10%,0.25%,41.9,2.90%,54.4,4.09%,-2.088M,8.54M,-41.86B
2015-09-25,34.6,41.2K,5.10%,1.81%,0.10%,0.25%,41.9,2.80%,54.4,4.09%,-2.088M,8.54M,-41.86B
2015-09-28,34.6,41.2K,5.10%,1.81%,0.10%,0.25%,41.9,2.80%,54.4,4.09%,-2.088M,8.54M,-41.86B
2015-09-29,34.6,41.2K,5.10%,1.81%,0.10%,0.25%,41.9,2.80%,54.4,4.09%,-2.088M,8.54M,-41.86B
2015-09-30,34.6,41.2K,5.10%,1.81%,0.10%,0.25%,41.9,2.80%,48.7,4.08%,-0.267M,8.54M,-41.86B
2015-10-01,34.6,58.9K,5.10%,1.81%,0.10%,0.25%,43.0,2.80%,48.7,4.08%,-0.267M,8.88M,-41.86B
2015-10-02,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,43.0,2.80%,48.7,4.08%,-0.267M,8.88M,-41.86B
2015-10-05,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,43.0,2.80%,48.7,4.08%,-0.267M,8.88M,-41.86B
2015-10-06,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,43.0,2.80%,48.7,4.08%,-0.267M,8.88M,-48.33B
2015-10-07,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,43.0,2.80%,48.7,3.99%,-2.458M,8.88M,-48.33B
2015-10-08,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,44.8,2.80%,48.7,3.99%,-2.458M,8.88M,-48.33B
2015-10-09,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,44.8,2.80%,48.7,3.99%,-2.458M,8.88M,-48.33B
2015-10-11,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,44.8,2.80%,48.7,3.99%,-2.458M,8.88M,-48.33B
2015-10-13,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,44.8,2.80%,48.7,3.99%,-2.458M,8.88M,-48.33B
2015-10-14,34.5,58.9K,5.10%,1.81%,0.10%,0.25%,44.8,2.80%,48.7,3.99%,-2.458M,8.88M,-48.33B
2015-10-15,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,45.2,2.80%,48.7,3.99%,-1.520M,8.88M,-48.33B
2015-10-16,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,45.2,2.70%,48.7,3.99%,-1.520M,8.88M,-48.33B
2015-10-19,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,45.2,2.70%,48.7,3.99%,-1.520M,8.88M,-48.33B
2015-10-20,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,45.2,2.70%,48.7,3.99%,-1.520M,8.88M,-48.33B
2015-10-21,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,45.2,2.70%,48.7,3.95%,-2.622M,8.88M,-48.33B
2015-10-22,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,43.5,2.70%,48.7,3.95%,-2.622M,8.88M,-48.33B
2015-10-23,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,43.5,2.70%,48.7,3.95%,-2.622M,8.88M,-48.33B
2015-10-26,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,43.5,2.70%,48.7,3.95%,-2.622M,8.88M,-48.33B
2015-10-27,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,43.5,2.70%,48.7,3.95%,-2.622M,8.88M,-48.33B
2015-10-28,34.5,58.9K,5.10%,1.81%,0.20%,0.25%,43.5,2.70%,48.7,3.98%,-2.951M,8.88M,-48.33B
2015-10-29,34.5,58.9K,5.10%,1.89%,0.20%,0.25%,42.8,2.70%,48.7,3.98%,-2.951M,8.88M,-48.33B
2015-10-30,34.5,58.9K,5.10%,1.89%,0.20%,0.25%,42.8,2.70%,56.2,3.98%,-2.951M,8.88M,-48.33B
2015-11-02,34.5,58.9K,5.10%,1.89%,0.20%,0.25%,42.8,2.70%,56.2,3.98%,-2.951M,8.88M,-48.33B
2015-11-03,34.5,58.9K,5.10%,1.89%,0.20%,0.25%,42.8,2.70%,56.2,3.98%,-2.951M,8.61M,-48.33B
2015-11-04,34.5,58.9K,5.10%,1.89%,0.20%,0.25%,42.8,2.70%,56.2,4.01%,-1.300M,8.61M,-40.81B
2015-11-05,34.5,50.5K,5.10%,1.89%,0.20%,0.25%,41.1,2.70%,56.2,4.01%,-1.300M,8.61M,-40.81B
2015-11-06,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.1,2.70%,56.2,4.01%,-1.300M,8.61M,-40.81B
2015-11-09,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.1,2.70%,56.2,4.01%,-1.300M,8.61M,-40.81B
2015-11-10,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.1,2.70%,56.2,4.01%,-1.300M,8.61M,-40.81B
2015-11-11,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.1,2.70%,56.2,4.12%,-1.300M,8.61M,-40.81B
2015-11-12,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.6,2.70%,56.2,4.12%,0.352M,8.61M,-40.81B
2015-11-13,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.6,2.50%,56.2,4.12%,0.352M,8.61M,-40.81B
2015-11-16,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.6,2.50%,56.2,4.12%,0.352M,8.61M,-40.81B
2015-11-17,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.6,2.50%,56.2,4.12%,0.352M,8.61M,-40.81B
2015-11-18,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.6,2.50%,56.2,4.18%,-0.791M,8.61M,-40.81B
2015-11-19,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.2,2.50%,56.2,4.18%,-0.791M,8.61M,-40.81B
2015-11-20,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.2,2.50%,56.2,4.18%,-0.791M,8.61M,-40.81B
2015-11-23,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.2,2.50%,56.2,4.18%,-0.791M,8.61M,-40.81B
2015-11-24,34.5,50.5K,5.00%,1.89%,0.20%,0.25%,41.2,2.50%,56.2,4.18%,-0.791M,8.61M,-40.81B
2015-11-25,34.5,50.5K,5.00%,2.01%,0.20%,0.25%,40.9,2.70%,56.2,4.14%,1.046M,8.61M,-40.81B
2015-11-30,34.5,50.5K,5.00%,2.01%,0.20%,0.25%,40.9,2.70%,48.7,4.14%,1.046M,8.61M,-40.81B
2015-12-01,34.5,50.5K,5.00%,2.01%,0.20%,0.25%,40.9,2.70%,48.7,4.14%,1.046M,8.72M,-40.81B
2015-12-02,34.5,50.5K,5.00%,2.01%,0.20%,0.25%,40.9,2.70%,48.7,4.12%,3.051M,8.72M,-40.81B
2015-12-03,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,39.6,2.70%,48.7,4.12%,3.051M,8.72M,-40.81B
2015-12-04,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,39.6,2.70%,48.7,4.12%,3.051M,8.72M,-43.89B
2015-12-07,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,39.6,2.70%,48.7,4.12%,3.051M,8.72M,-43.89B
2015-12-08,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,39.6,2.70%,48.7,4.12%,3.051M,8.72M,-43.89B
2015-12-09,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,39.6,2.70%,48.7,4.14%,4.998M,8.72M,-43.89B
2015-12-10,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,40.1,2.70%,48.7,4.14%,4.998M,8.72M,-43.89B
2015-12-11,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,40.1,2.60%,48.7,4.14%,4.998M,8.72M,-43.89B
2015-12-14,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,40.1,2.60%,48.7,4.14%,4.998M,8.72M,-43.89B
2015-12-15,34.5,31.0K,5.00%,2.01%,0.20%,0.25%,40.1,2.60%,48.7,4.14%,4.998M,8.72M,-43.89B
2015-12-16,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,40.1,2.60%,48.7,4.14%,2.563M,8.72M,-43.89B
2015-12-17,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,40.9,2.60%,48.7,4.14%,2.563M,8.72M,-43.89B
2015-12-18,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,40.9,2.60%,48.7,4.14%,2.563M,8.72M,-43.89B
2015-12-21,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,40.9,2.60%,48.7,4.14%,2.563M,8.72M,-43.89B
2015-12-22,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,40.9,2.60%,48.7,4.14%,2.563M,8.72M,-43.89B
2015-12-23,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,40.9,2.60%,48.7,4.16%,-0.661M,8.72M,-43.89B
2015-12-24,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,42.2,2.60%,48.7,4.16%,-0.661M,8.72M,-43.89B
2015-12-28,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,42.2,2.60%,48.7,4.16%,-0.661M,8.72M,-43.89B
2015-12-29,34.5,31.0K,5.00%,2.01%,0.20%,0.50%,42.2,2.60%,48.7,4.16%,-0.661M,8.72M,-43.89B
2015-12-30,34.5,31.0K,5.00%,2.16%,0.20%,0.50%,42.2,2.60%,48.7,4.16%,1.795M,8.72M,-43.89B
2015-12-31,34.5,31.0K,5.00%,2.16%,0.20%,0.50%,43.6,2.60%,42.9,4.16%,1.795M,8.72M,-43.89B
2016-01-04,34.5,31.0K,5.00%,2.16%,0.20%,0.50%,43.6,2.60%,42.9,4.16%,1.795M,8.72M,-43.89B
2016-01-05,34.5,31.0K,5.00%,2.16%,0.20%,0.50%,43.6,2.60%,42.9,4.16%,1.795M,8.34M,-43.89B
2016-01-06,34.5,31.0K,5.00%,2.16%,0.20%,0.50%,43.6,2.60%,42.9,4.20%,6.308M,8.34M,-42.37B
2016-01-07,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.2,2.60%,42.9,4.20%,6.308M,8.34M,-42.37B
2016-01-08,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.2,2.60%,42.9,4.20%,6.308M,8.34M,-42.37B
2016-01-11,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.2,2.60%,42.9,4.20%,6.308M,8.34M,-42.37B
2016-01-12,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.2,2.60%,42.9,4.20%,6.308M,8.34M,-42.37B
2016-01-13,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.2,2.60%,42.9,4.12%,6.136M,8.34M,-42.37B
2016-01-14,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.4,2.60%,42.9,4.12%,6.136M,8.34M,-42.37B
2016-01-15,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.4,2.40%,42.9,4.12%,6.136M,8.34M,-42.37B
2016-01-18,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.4,2.40%,42.9,4.12%,6.136M,8.34M,-42.37B
2016-01-19,34.5,23.6K,5.00%,2.16%,0.20%,0.50%,44.4,2.40%,42.9,4.12%,6.136M,8.34M,-42.37B
2016-01-20,34.5,23.6K,5.00%,2.16%,0.10%,0.50%,44.4,2.40%,42.9,4.06%,6.136M,8.34M,-42.37B
2016-01-21,34.5,23.6K,5.00%,2.16%,0.10%,0.50%,44.0,2.40%,42.9,4.06%,-1.025M,8.34M,-42.37B
2016-01-22,34.5,23.6K,5.00%,2.16%,0.10%,0.50%,44.0,2.40%,42.9,4.06%,-1.025M,8.34M,-42.37B
2016-01-25,34.5,23.6K,5.00%,2.16%,0.10%,0.50%,44.0,2.40%,42.9,4.06%,-1.025M,8.34M,-42.37B
2016-01-26,34.5,23.6K,5.00%,2.16%,0.10%,0.50%,44.0,2.40%,42.9,4.06%,-1.025M,8.34M,-42.37B
2016-01-27,34.5,23.6K,5.00%,2.16%,0.10%,0.50%,44.0,2.40%,42.9,4.02%,-4.057M,8.34M,-42.37B
2016-01-28,34.5,23.6K,5.00%,1.76%,0.10%,0.50%,44.6,2.40%,42.9,4.02%,-4.057M,8.34M,-42.37B
2016-01-29,34.5,23.6K,5.00%,1.76%,0.10%,0.50%,44.6,2.50%,55.6,4.02%,-4.057M,8.34M,-42.37B
2016-02-01,34.5,23.6K,5.00%,1.76%,0.10%,0.50%,44.6,2.50%,55.6,4.02%,-4.057M,8.34M,-42.37B
2016-02-02,34.5,23.6K,5.00%,1.76%,0.10%,0.50%,44.6,2.50%,55.6,4.02%,-4.057M,8.62M,-42.37B
2016-02-03,34.5,23.6K,5.00%,1.76%,0.10%,0.50%,44.6,2.50%,55.6,3.97%,-0.777M,8.62M,-42.37B
2016-02-04,34.5,75.1K,5.00%,1.76%,0.10%,0.50%,44.2,2.50%,55.6,3.97%,-0.777M,8.62M,-42.37B
2016-02-05,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.2,2.50%,55.6,3.97%,-0.777M,8.62M,-43.36B
2016-02-08,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.2,2.50%,55.6,3.97%,-0.777M,8.62M,-43.36B
2016-02-09,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.2,2.50%,55.6,3.97%,-0.777M,8.62M,-43.36B
2016-02-10,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.2,2.50%,55.6,3.91%,1.281M,8.62M,-43.36B
2016-02-11,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.5,2.50%,55.6,3.91%,1.281M,8.62M,-43.36B
2016-02-12,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.5,2.50%,55.6,3.91%,1.281M,8.62M,-43.36B
2016-02-15,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.5,2.50%,55.6,3.91%,1.281M,8.62M,-43.36B
2016-02-16,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.5,2.50%,55.6,3.91%,1.281M,8.62M,-43.36B
2016-02-17,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.5,2.50%,55.6,3.83%,1.281M,8.62M,-43.36B
2016-02-18,34.6,75.1K,4.90%,1.76%,0.10%,0.50%,44.3,2.50%,55.6,3.83%,1.399M,8.62M,-43.36B
2016-02-19,34.6,75.1K,4.90%,1.76%,0.30%,0.50%,44.3,2.50%,55.6,3.83%,1.399M,8.62M,-43.36B
2016-02-22,34.6,75.1K,4.90%,1.76%,0.30%,0.50%,44.3,2.50%,55.6,3.83%,1.399M,8.62M,-43.36B
2016-02-23,34.6,75.1K,4.90%,1.76%,0.30%,0.50%,44.3,2.50%,55.6,3.83%,1.399M,8.62M,-43.36B
2016-02-24,34.6,75.1K,4.90%,1.76%,0.30%,0.50%,44.3,2.50%,55.6,3.85%,-1.660M,8.62M,-43.36B
2016-02-25,34.6,75.1K,4.90%,1.76%,0.30%,0.50%,44.2,2.50%,55.6,3.85%,-1.660M,8.62M,-43.36B
2016-02-26,34.6,75.1K,4.90%,1.57%,0.30%,0.50%,44.2,2.50%,55.6,3.85%,-1.660M,8.62M,-43.36B
2016-02-29,34.6,75.1K,4.90%,1.57%,0.30%,0.50%,44.2,2.50%,47.6,3.85%,-1.660M,8.62M,-43.36B
